Reference;Planet name;Column 3
29760;Milevsko;Milevsko
37687;Chunghikoh;Chunghikoh
1826;Miller;Miller
1824;Haworth;Haworth
22940;Chyan;Chyan
6992;Minano-machi;Minano-machi
13993;Clemenssimmer;Clemenssimmer
4202;Minitti;Minitti
8775;Cristata;Cristata
9972;Minoruoda;Minoruoda
30144;Minubasu;Minubasu
20690;Crivello;Crivello
3495;Colchagua;Colchagua
5635;Cole;Cole
21798;Mitchweegman;Mitchweegman
23811;Connorivens;Connorivens
16731;Mitsumata;Mitsumata
4598;Coradini;Coradini
28394;Mittag-Leffler;Mittag-Leffler
5008;Miyazawakenji;Miyazawakenji
16996;Dahir;Dahir
7239;Mobberley;Mobberley
21089;Mochizuki;Mochizuki
303546;Bourbaki;Bourbaki
30917;Moehorgan;Moehorgan
859;Bouzareah;"Bouzar&#233;ah"
2528;Mohler;Mohler
9954;Brachiosaurus;Brachiosaurus
638;Moira;Moira
8433;Brachyrhynchus;Brachyrhynchus
3080;Moisseiev;Moisseiev
1818;Brahms;Brahms
28729;Moivre;Moivre
129201;Brandenallen;Brandenallen
1428;Mombasa;Mombasa
25783;Brandontyler;Brandontyler
8260;Momcheva;Momcheva
4140;Branham;Branham
4731;Monicagrady;Monicagrady
15453;Brasileirinhos;Brasileirinhos
2780;Monnig;Monnig
28957;Danielfulop;Danielfulop
32571;Brayton;Brayton
6132;Danielson;Danielson
74439;Brenden;Brenden
305254;Moron;Moron
10315;Brewster;Brewster
2410;Morrison;Morrison
22838;Darcyhampton;Darcyhampton
787;Moskva;Moskva
48472;Mossbauer;"M&#246;ssbauer"
19442;Brianrice;Brianrice
12448;Mr.;Tompkins
24837;Msecke;Zehrovice
2116;Mtskheta;Mtskheta
16623;Muenzel;Muenzel
24639;Mukhametdinov;Mukhametdinov
5699;Munch;Munch
9974;Brody;Brody
26233;Jimbraun;Jimbraun
1879;Broederstroom;Broederstroom
44016;Jimmypage;Jimmypage
1643;Brown;Brown
3259;Brownlee;Brownlee
7295;Brozovic;Brozovic
5522;De;Rop
3268;De;Sanctis
5127;Bruhns;Bruhns
27301;Joeingalls;Joeingalls
68947;Brunofunk;Brunofunk
249522;Johndailey;Johndailey
159629;Brunszvik;Brunszvik
8581;Johnen;Johnen
243458;Bubulina;Bubulina
12583;Buckjean;Buckjean
133774;Johnkidd;Johnkidd
15392;Budejicky;"Bud&#283;jick&#253;"
2668;Tataria;Tataria
61190;Johnschutt;Johnschutt
12409;Bukovanska;"Bukovansk&#225;"
11149;Tateshina;Tateshina
10100;Burgel;"B&#252;rgel"
25250;Jonnapeterson;Jonnapeterson
16083;Jorvik;Jorvik
26896;Josefhudec;Josefhudec
5883;Josephblack;Josephblack
7317;Cabot;Cabot
24434;Josephhoscheidt;Josephhoscheidt
320880;Cabu;Cabu
5006;Teller;Teller
6432;Temirkanov;Temirkanov
8242;Joshemery;Joshemery
7899;Joya;Joya
27465;Cambroziak;Cambroziak
20517;Judycrystal;Judycrystal
4319;Jackierobinson;Jackierobinson
1275;Cimbria;Cimbria
1942;Jablunka;Jablunka
16944;Wangler;Wangler
26938;Jackli;Jackli
1476;Cox;Cox
3639;Weidenschilling;Weidenschilling
30039;Jameier;Jameier
199741;Weidner;Weidner
4923;Clarke;Clarke
13024;Conradferdinand;Conradferdinand
9389;Condillac;Condillac
13700;Connors;Connors
52337;Compton;Compton
75570;Jenowigner;"Jen&#337;wigner"
134112;Jeremyralph;Jeremyralph
20555;Jennings;Jennings
18112;Jeanlucjosset;Jeanlucjosset
7948;Whitaker;Whitaker
11173;Jayanderson;Jayanderson
3721;Widorn;Widorn
9259;Janvanparadijs;Janvanparadijs
15169;Wilfriedboland;Wilfriedboland
4320;Jarosewich;Jarosewich
39184;Willgrundy;Willgrundy
7829;Jaroff;Jaroff
95962;Copito;Copito
9564;Jeffwynn;Jeffwynn
11847;Winckelmann;Winckelmann
1575;Winifred;Winifred
26027;Cotopaxi;Cotopaxi
365;Corduba;Corduba
30829;Wolfwacker;Wolfwacker
5439;Couturier;Couturier
293499;Wolinski;Wolinski
185576;Covichi;Covichi
90481;Wollstonecraft;Wollstonecraft
549;Jessonda;Jessonda
28924;Jennanncsele;Jennanncsele
9164;Colbert;Colbert
15388;Coelum;Coelum
34314;Jasonlee;Jasonlee
11040;Wundt;Wundt
32091;Jasonwu;Jasonwu
1125;China;China
12032;Ivory;Ivory
246238;Crampton;Crampton
1627;Ivar;Ivar
486;Cremona;Cremona
497;Iva;Iva
3481;Xianglupeak;Xianglupeak
1140;Crimea;Crimea
5988;Gorodnitskij;Gorodnitskij
5473;Yamanashi;Yamanashi
5290;Langevin;Langevin
7675;Gorizia;Gorizia
7720;Lepaute;Lepaute
25373;Gorsch;Gorsch
29187;Lemonnier;Lemonnier
6922;Yasushi;Yasushi
10775;Leipzig;Leipzig
27303;Leitner;Leitner
990;Yerkes;Yerkes
218692;Leesnyder;Leesnyder
25962;Yifanli;Yifanli
110073;Leeonki;Leeonki
26950;Legendre;Legendre
5176;Yoichi;Yoichi
11704;Gorin;Gorin
6228;Yonezawa;Yonezawa
225250;Georgfranziska;Georgfranziska
8946;Yoshimitsu;Yoshimitsu
31954;Georgiebotev;Georgiebotev
9073;Yoshinori;Yoshinori
9718;Gerbefremov;Gerbefremov
12075;Legg;Legg
3700;Geowilliams;Geowilliams
34838;Lazowski;Lazowski
10733;Georgesand;Georgesand
19426;Leal;Leal
2327;Gershberg;Gershberg
117381;Lindaweiland;Lindaweiland
8076;Foscarini;Foscarini
3204;Lindgren;Lindgren
21409;Forbes;Forbes
9415;Yujiokimura;Yujiokimura
12542;Laver;Laver
71971;Lindaketcham;Lindaketcham
26425;Linchichieh;Linchichieh
33515;Linbohan;Linbohan
23852;Laurierumker;Laurierumker
9473;Ghent;Ghent
162;Laurentia;Laurentia
25542;Garabedian;Garabedian
20642;Laurajohnson;Laurajohnson
30249;Zamora;Zamora
18953;Laurensmith;Laurensmith
27411;Laurenhall;Laurenhall
19009;Galenmaly;Galenmaly
467;Laura;Laura
10997;Gahm;Gahm
21496;Lijianyang;Lijianyang
10834;Zembsch-Schreve;Zembsch-Schreve
6924;Fukui;Fukui
20822;Lintingnien;Lintingnien
840;Zenobia;Zenobia
72071;Gabor;"G&#225;bor"
210230;Linyuanpei;Linyuanpei
4147;Lennon;Lennon
18583;Francescopedani;Francescopedani
319;Leona;Leona
7885;Levine;Levine
16142;Leung;Leung
862;Franzia;Franzia
14238;d'Artagnan;d'Artagnan
9555;Frejakocha;Frejakocha
30883;de;Broglie
69434;de;Gerlache
15036;Giovannianselmi;Giovannianselmi
16906;Giovannisilva;Giovannisilva
207603;Liuchaohan;Liuchaohan
12687;de;Valory
153078;Giovale;Giovale
16130;Giovine;Giovine
2019;van;Albada
242648;Fribourg;Fribourg
25155;van;Belle
85386;Payton;Payton
10651;van;Linschoten
10474;Pecina;Pecina
8824;Genta;Genta
137066;Gellert-hegy;"Gell&#233;rt-hegy"
8307;Peltan;Peltan
30176;Gelseyjaymes;Gelseyjaymes
16801;Petrinpragensis;"Pet&#345;&#237;npragensis"
23625;Gelfond;Gelfond
5319;Petrovskaya;Petrovskaya
2571;Geisei;Geisei
3244;Petronius;Petronius
4317;Garibaldi;Garibaldi
12774;Pfund;Pfund
26541;Garyross;Garyross
322;Phaeo;Phaeo
180;Garumna;Garumna
22446;Philwhitney;Philwhitney
12001;Gasbarini;Gasbarini
1869;Philoctetes;Philoctetes
231265;Saulperlmutter;Saulperlmutter
29837;Savage;Savage
128321;Philipdumont;Philipdumont
13488;Savanov;Savanov
6357;Glushko;Glushko
2081;Sazava;"S&#225;zava"
17856;Gomes;Gomes
114725;Gordonwalker;Gordonwalker
150118;Petersberg;Petersberg
8783;Gopasyuk;Gopasyuk
12722;Petrarca;Petrarca
21476;Petrie;Petrie
9852;Gora;Gora
3005;Pervictoralex;Pervictoralex
11081;Persave;"Pers&#228;ve"
21613;Schlecht;Schlecht
37840;Gramegna;Gramegna
33157;Pertile;Pertile
12102;Piazzolla;Piazzolla
7506;Lub;Lub
48451;Pichincha;Pichincha
73511;Lovas;Lovas
12051;Picha;"P&#237;cha"
2210;Lois;Lois
614;Pia;Pia
13197;Pontecorvo;Pontecorvo
179593;Penglangxiaoxue;Penglangxiaoxue
3350;Scobee;Scobee
16103;Lorsolomon;Lorsolomon
22989;Loriskopp;Loriskopp
2673;Lossignol;Lossignol
23122;Lorgat;Lorgat
368617;Sebastianotero;Sebastianotero
5438;Lorre;Lorre
157064;Sedona;Sedona
21585;Polmear;Polmear
17222;Perlmutter;Perlmutter
1730;Marceline;Marceline
100596;Perrett;Perrett
14206;Sehnal;Sehnal
1499;Pori;Pori
6446;Lomberg;Lomberg
85183;Marcelayme;"Marcelaym&#233;"
218097;Maoxianxin;Maoxianxin
7483;Sekitakakazu;Sekitakakazu
11336;Piranesi;Piranesi
28625;Selvakumar;Selvakumar
6240;Lucretius;Carus
6353;Semper;Semper
7730;Sergerasimov;Sergerasimov
416252;Manuelherrera;Manuelherrera
12384;Luigimartella;Luigimartella
6080;Lugmair;Lugmair
58418;Luguhu;Luguhu
220495;Margarethe;Margarethe
17427;Poe;Poe
21355;Pikovskaya;Pikovskaya
20481;Sharples;Sharples
92209;Pingtang;Pingtang
8992;Magnanimity;Magnanimity
18293;Pilyugin;Pilyugin
4308;Magarach;Magarach
22597;Lynzielinski;Lynzielinski
1908;Pobeda;Pobeda
4376;Shigemori;Shigemori
10297;Lynnejones;Lynnejones
19182;Pitz;Pitz
33198;Mackewicz;Mackewicz
39464;Poppelmann;"P&#246;ppelmann"
18365;Shimomoto;Shimomoto
5292;Mackwell;Mackwell
49448;Macocha;Macocha
3867;Shiretoko;Shiretoko
65769;Mahalia;Mahalia
713;Luscinia;Luscinia
91023;Lutan;Lutan
6087;Lupo;Lupo
12596;Shukla;Shukla
228029;MANIAC;MANIAC
29986;Shunsuke;Shunsuke
9425;Marconcini;Marconcini
55222;Makotoshinkai;Makotoshinkai
2139;Makharadze;Makharadze
6093;Makoto;Makoto
2560;Siegma;Siegma
19439;Allisontjong;Allisontjong
263940;Malyshkina;Malyshkina
32610;Siennafink;Siennafink
27280;Manettedavies;Manettedavies
29753;Silvo;Silvo
10712;Malashchuk;Malashchuk
417955;Mallama;Mallama
10550;Malmo;"Malm&#246;"
2339;Anacreon;Anacreon
1434;Margot;Margot
21346;Marieladislav;Marieladislav
8832;Altenrath;Altenrath
55112;Mariangela;Mariangela
148780;Altjira;Altjira
1169;Alwine;Alwine
1096;Reunerta;Reunerta
33450;Allender;Allender
6190;Rennes;Rennes
11348;Allegra;Allegra
26401;Sobotiste;"Soboti&#353;te"
23854;Rickschaffer;Rickschaffer
11169;Alkon;Alkon
5450;Sokrates;Sokrates
34302;Riagalanos;Riagalanos
346889;Rhiphonos;Rhiphonos
188847;Rhipeus;Rhipeus
32809;Sommerfeld;Sommerfeld
3724;Annenskij;Annenskij
2433;Sootiyo;Sootiyo
6299;Reizoutoyoko;Reizoutoyoko
7148;Reinholdbien;Reinholdbien
9093;Sorada;Sorada
22745;Rikuzentakata;Rikuzentakata
15014;Annagekker;Annagekker
15129;Sparks;Sparks
15415;Rika;Rika
33691;Andrewchiang;Andrewchiang
4534;Rimskij-Korsakov;Rimskij-Korsakov
6947;Andrewdavis;Andrewdavis
15145;Ritageorge;Ritageorge
27385;Andblonsky;Andblonsky
118102;Rinjani;Rinjani
18159;Andrewcook;Andrewcook
209083;Rioja;Rioja
11001;Andrewulff;Andrewulff
212500;Robertojoppolo;Robertojoppolo
2294;Andronikov;Andronikov
30384;Robertirelan;Robertirelan
10786;Robertmayer;Robertmayer
15735;Andakerkhoven;Andakerkhoven
29874;Rogerculver;Rogerculver
152481;Stabia;Stabia
181043;Anan;Anan
25509;Rodwong;Rodwong
33337;Amberyang;Amberyang
23587;Abukumado;Abukumado
588;Achilles;Achilles
9428;Angelalouise;Angelalouise
23057;Angelawilson;Angelawilson
6146;Adamkrafft;Adamkrafft
523;Ada;Ada
64291;Anglee;Anglee
19444;Addicott;Addicott
46513;Ampzing;Ampzing
85030;Admetos;Admetos
3326;Agafonikov;Agafonikov
8820;Anjandersen;Anjandersen
21009;Agilkia;Agilkia
1193;Africa;Africa
8060;Anius;Anius
369;Aeria;"A&#235;ria"
264476;Aepic;Aepic
9503;Agrawain;Agrawain
8835;Annona;Annona
31192;Aigoual;Aigoual
8313;Christiansen;Christiansen
30154;Christichil;Christichil
2363;Cebriones;Cebriones
15170;Erikdeul;Erikdeul
52649;Chrismith;Chrismith
24354;Caz;Caz
28542;Cespedes-Nano;Cespedes-Nano
28182;Chadharris;Chadharris
3984;Chacos;Chacos
13087;Chastellux;Chastellux
2927;Alamosa;Alamosa
4797;Ako;Ako
2984;Chaucer;Chaucer
47144;Faulkes;Faulkes
3221;Changshi;Changshi
2409;Chapman;Chapman
16238;Chappe;Chappe
2051;Chang;Chang
11083;Caracas;Caracas
5150;Fellini;Fellini
3960;Chaliubieju;Chaliubieju
10051;Albee;Albee
20252;Eyjafjallajokull;"Eyjafjallaj&#246;kull"
26397;Carolynsinow;Carolynsinow
3837;Carr;Carr
1984;Fedynskij;Fedynskij
12239;Carolinakou;Carolinakou
326290;Akhenaten;Akhenaten
9865;Akiraohta;Akiraohta
7042;Carver;Carver
5802;Casteldelpiano;Casteldelpiano
9956;Castellaz;Castellaz
18649;Fabrega;Fabrega
9996;ANS;ANS
1593;Fagnes;Fagnes
168358;Casca;Casca
8657;Cedrus;Cedrus
5458;Aizman;Aizman
9359;Fleringe;Fleringe
12607;Alcaeus;Alcaeus
20793;Goldinaaron;Goldinaaron
44103;Aldana;Aldana
9677;Gowlandhopkins;Gowlandhopkins
929;Algunde;Algunde
9688;Goudsmit;Goudsmit
8974;Gregaria;Gregaria
11314;Charcot;Charcot
25403;Carlapiazza;Carlapiazza
25098;Gridnev;Gridnev
129119;Ericmuhle;Ericmuhle
11698;Fichtelman;Fichtelman
21616;Guhagilford;Guhagilford
30208;Guigarcia;Guigarcia
10900;Folkner;Folkner
21498;Keenanferar;Keenanferar
2640;Hallstrom;"H&#228;llstr&#246;m"
8582;Kazuhisa;Kazuhisa
126245;Kandokalman;"Kand&#243;k&#225;lm&#225;n"
215080;Kaohsiung;Kaohsiung
1024;Hale;Hale
21262;Kanba;Kanba
72834;Guywells;Guywells
11364;Karlstejn;"Karl&#353;tejn"
6200;Hachinohe;Hachinohe
127803;Johnvaneepoel;Johnvaneepoel
5138;Gyoda;Gyoda
28045;Johnwilkins;Johnwilkins
26879;Haines;Haines
4736;Johnwood;Johnwood
92300;Hagelin;Hagelin
5514;Karelraska;"Karelra&#353;ka"
17746;Haigha;Haigha
22102;Karenlamb;Karenlamb
11715;Harperclark;Harperclark
10301;Kataoka;Kataoka
8140;Hardersen;Hardersen
246861;Johnelwell;Johnelwell
10173;Hanzelkazikmund;Hanzelkazikmund
26924;Johnharvey;Johnharvey
31904;Haoruochen;Haoruochen
3882;Johncox;Johncox
72993;Hannahlivsey;Hannahlivsey
21539;Josefhlavka;"Josefhl&#225;vka"
35313;Hangtianyuan;Hangtianyuan
34175;Joshuadong;Joshuadong
2733;Hamina;Hamina
129185;Jonburroughs;Jonburroughs
20730;Jorgecarvano;Jorgecarvano
5838;Hamsun;Hamsun
24214;Jonchristo;Jonchristo
961;Gunnie;Gunnie
14163;Johnchapman;Johnchapman
13014;Hasslacher;Hasslacher
30007;Johnclarke;Johnclarke
4051;Hatanaka;Hatanaka
211021;Johnpercin;Johnpercin
6887;Hasuo;Hasuo
9405;Johnratje;Johnratje
26586;Harshaw;Harshaw
19204;Joshuatree;Joshuatree
28174;Harue;Harue
9781;Jubjubbird;Jubjubbird
10249;Harz;Harz
14122;Josties;Josties
7497;Guangcaishiye;Guangcaishiye
77441;Jouve;Jouve
24126;Gudjonson;Gudjonson
202736;Julietclare;Julietclare
2544;Gubarev;Gubarev
11623;Kagekatu;Kagekatu
10832;Hazamashigetomi;Hazamashigetomi
5433;Kairen;Kairen
130090;Heatherbowles;Heatherbowles
27382;Justinbarber;Justinbarber
14564;Heasley;Heasley
8649;Juglans;Juglans
11227;Ksenborisova;Ksenborisova
17844;Judson;Judson
6449;Kudara;Kudara
2487;Juhani;Juhani
4997;Ksana;Ksana
7905;Juzoitami;Juzoitami
18976;Kunilraval;Kunilraval
180824;Kabos;Kabos
6908;Kunimoto;Kunimoto
15368;Katsuji;Katsuji
13792;Kuscynskyj;"Ku&#353;&#269;ynskyj"
39930;Kalauch;Kalauch
22782;Kushalnaik;Kushalnaik
185321;Kammerlander;Kammerlander
5629;Kuwana;Kuwana
108720;Kamikuroiwa;Kamikuroiwa
26357;Laguerre;Laguerre
58279;Kamerlingh;Kamerlingh
184275;Laffra;Laffra
2287;Kalmykia;Kalmykia
7241;Kuroda;Kuroda
10686;Kaluna;Kaluna
9487;Kupe;Kupe
31324;Jirimrazek;"Ji&#345;&#237;mr&#225;zek"
20528;Kyleyawn;Kyleyawn
2316;Jo-Ann;Jo-Ann
13964;La;Billardiere
18980;Johannatang;Johannatang
12634;LOFAR;LOFAR
20530;Johnayres;Johnayres
7095;Lamettrie;Lamettrie
11466;Katharinaotto;Katharinaotto
191341;Lanczos;"L&#225;nczos"
8136;Landis;Landis
9477;Kefennell;Kefennell
4628;Laplace;Laplace
23729;Kemeisha;Kemeisha
8568;Larrywilson;Larrywilson
454350;Paolaamico;Paolaamico
12042;Laques;Laques
21716;Panchamia;Panchamia
639;Latona;Latona
4028;Pancratz;Pancratz
25751;Mokshagundam;Mokshagundam
12766;Paschen;Paschen
381458;Moiseenko;Moiseenko
11392;Paulpeeters;Paulpeeters
9334;Moesta;Moesta
13525;Paulledoux;Paulledoux
5063;Monteverdi;Monteverdi
17108;Patricorbett;Patricorbett
8421;Montanari;Montanari
5307;Paul-Andre;"Paul-Andr&#233;"
57;Mnemosyne;Mnemosyne
19826;Patwalker;Patwalker
28516;Mobius;"M&#246;bius"
22582;Patmiller;Patmiller
11118;Modra;Modra
2419;Moldavia;Moldavia
21553;Monchicourt;Monchicourt
21445;Pegconnolly;Pegconnolly
6676;Monet;Monet
20454;Pedrajo;Pedrajo
14624;Prymachenko;Prymachenko
7790;Miselli;Miselli
474;Prudentia;Prudentia
6929;Misto;Misto
8585;Purpurea;Purpurea
199953;Mingnaiben;Mingnaiben
6150;Neukum;Neukum
3876;Quaide;Quaide
55384;Muiyimfong;Muiyimfong
189347;Qian;Qian
25769;Munaoli;Munaoli
12426;Racquetball;Racquetball
13681;Monty;Python
11144;Radiocommunicata;Radiocommunicata
8254;Moskovitz;Moskovitz
32065;Radulovacki;Radulovacki
25906;Morrell;Morrell
9797;Raes;Raes
2986;Mrinalini;Mrinalini
10321;Rampo;Rampo
7074;Muckea;Muckea
23844;Raghvendra;Raghvendra
5122;Mucha;Mucha
349386;Randywright;Randywright
9204;Morike;"M&#246;rike"
25469;Ransohoff;Ransohoff
435552;Morin;Morin
3845;Neyachenko;Neyachenko
7098;Reaumur;"R&#233;aumur"
3199;Nefertiti;Nefertiti
72545;Robbiiwessen;Robbiiwessen
7985;Nedelcu;Nedelcu
12405;Nespoli;Nespoli
7182;Robinvaughan;Robinvaughan
24748;Nernst;Nernst
167113;Robertwick;Robertwick
170162;Nicolashayek;Nicolashayek
2328;Robeson;Robeson
25663;Nickmycroft;Nickmycroft
9796;Robotti;Robotti
2703;Rodari;Rodari
843;Nicolaia;Nicolaia
1269;Rollandia;Rollandia
13739;Nancyworden;Nancyworden
17853;Ronaldsayer;Ronaldsayer
25899;Namratanand;Namratanand
21467;Rosenstein;Rosenstein
295299;Nannidiana;Nannidiana
100268;Rosenthal;Rosenthal
22937;Nataliavella;Nataliavella
43806;Augustepiccard;Augustepiccard
30067;Natalieng;Natalieng
11323;Nasu;Nasu
8600;Arundinaceus;Arundinaceus
128;Nemesis;Nemesis
28833;Arunachalam;Arunachalam
26267;Nickmorgan;Nickmorgan
3961;Arthurcox;Arthurcox
10546;Nakanomakoto;Nakanomakoto
33829;Asherson;Asherson
10776;Musashitomiyo;Musashitomiyo
4552;Nabelek;Nabelek
207715;Muqinshuijiao;Muqinshuijiao
28587;Mundkur;Mundkur
20300;Arjunsuri;Arjunsuri
35978;Arlington;Arlington
845;Naema;"Na&#235;ma"
4424;Arkhipova;Arkhipova
175238;Nguyenhien;Nguyenhien
164586;Arlette;Arlette
432101;Ngari;Ngari
21710;Nijhawan;Nijhawan
220736;Niihama;Niihama
57658;Nilrem;Nilrem
3859;Borngen;"B&#246;rngen"
142752;Boroski;Boroski
11552;Boucolion;Boucolion
741;Botolphia;Botolphia
7256;Bonhoeffer;Bonhoeffer
23814;Bethanylynne;Bethanylynne
8975;Atthis;Atthis
21513;Bethcochran;Bethcochran
881;Athene;Athene
163693;Atira;Atira
2601;Bologna;Bologna
2920;Automedon;Automedon
27383;Braebenedict;Braebenedict
12161;Avienius;Avienius
85217;Bilzingsleben;Bilzingsleben
19998;Binoche;Binoche
73767;Bibiandersson;Bibiandersson
42775;Bianchini;Bianchini
1146;Biarmia;Biarmia
11206;Bibee;Bibee
21679;Bettypalermiti;Bettypalermiti
12159;Bettybiegel;Bettybiegel
218;Bianca;Bianca
4069;Blakee;Blakee
15964;Billgray;Billgray
365130;Birnfeld;Birnfeld
28823;Archibald;Archibald
2038;Bistro;Bistro
13241;Biyo;Biyo
42593;Antoniazzi;Antoniazzi
159778;Bobshelton;Bobshelton
34141;Antonwu;Antonwu
27098;Bocarsly;Bocarsly
988;Appella;Appella
19701;Aomori;Aomori
8925;Boattini;Boattini
4292;Aoba;Aoba
84118;Bracalicioci;Bracalicioci
12775;Brackett;Brackett
9384;Aransio;Aransio
13053;Bertrandrussell;Bertrandrussell
1005;Arago;Arago
31936;Bernardsmit;Bernardsmit
5070;Arai;Arai
7848;Bernasconi;Bernasconi
31980;Axelfeldmann;Axelfeldmann
4641;Ayako;Ayako
11150;Bragg;Bragg
4581;Asclepius;Asclepius
31462;Brchnelova;Brchnelova
6986;Asamayama;Asamayama
12298;Brecht;Brecht
10121;Arzamas;Arzamas
7054;Brehm;Brehm
11341;Babbage;Babbage
12979;Evgalvasil'ev;Evgalvasil'ev
10795;Babben;Babben
1501;Baade;Baade
;"name=""B"">";-2031
128345;Danielbamberger;Danielbamberger
27405;Danielfeeny;Danielfeeny
21557;Daniellitt;Daniellitt
8109;Danielwilliam;Danielwilliam
34208;Danielzhang;Danielzhang
18563;Danigoldman;Danigoldman
2117;Danmark;Danmark
13808;Davewilliams;Davewilliams
21782;Davemcdonald;Davemcdonald
39645;Davelharris;Davelharris
21426;Davidbauer;Davidbauer
24305;Darrellparnell;Darrellparnell
129314;Dathongolish;Dathongolish
4594;Dashkova;Dashkova
11378;Dauria;Dauria
20624;Dariozanetti;Dariozanetti
43935;Danshechtman;Danshechtman
100553;Dariofo;Dariofo
18734;Darboux;Darboux
129187;Danielalfred;Danielalfred
23650;Cvancara;"&#268;van&#269;ara"
8757;Cyaneus;Cyaneus
1917;Cuyo;Cuyo
113395;Curtniebur;Curtniebur
26990;Culbertson;Culbertson
2275;Cuitlahuac;Cuitlahuac
19573;Cummings;Cummings
11672;Cuney;Cuney
23888;Daikinoshita;Daikinoshita
2297;Daghestan;Daghestan
3256;Daguerre;Daguerre
16826;Daisuke;Daisuke
16154;Dabramo;Dabramo
9758;Dainty;Dainty
28936;Dalapati;Dalapati
10421;Dalmatin;Dalmatin
15385;Dallolmo;Dallolmo
12292;Dalton;Dalton
50866;Davidesprizzi;Davidesprizzi
31877;Davideverett;Davideverett
11943;Davidhartley;Davidhartley
29988;Davidezilli;Davidezilli
342843;Davidbowie;Davidbowie
316010;Daviddubey;Daviddubey
100051;Davidhernandez;Davidhernandez
113388;Davidmartinez;Davidmartinez
25516;Davidknight;Davidknight
24201;Davidkeith;Davidkeith
11470;Davidminton;Davidminton
20623;Davidyoung;Davidyoung
2551;Decabrina;Decabrina
15034;Decines;"D&#233;cines"
270472;Csorgei;"Cs&#246;rgei"
9679;Crutzen;Crutzen
7644;Cslewis;Cslewis
131762;Csonka;Csonka
589;Croatia;Croatia
28446;Davlantes;Davlantes
1620;Geographos;Geographos
3854;George;George
359;Georgia;Georgia
9119;Georgpeuerbach;Georgpeuerbach
1227;Geranium;Geranium
40764;Gerhardiser;Gerhardiser
21369;Gertfinger;Gertfinger
21551;Geyang;Geyang
21840;Ghoshchoudhury;Ghoshchoudhury
214819;Gianotti;Gianotti
7459;Gilbertofranco;Gilbertofranco
95951;Ernestopalomba;Ernestopalomba
249530;Ericrice;Ericrice
34042;Espeseth;Espeseth
14120;Espenak;Espenak
30275;Eskow;Eskow
212795;Fangjiancheng;Fangjiancheng
10740;Fallersleben;Fallersleben
185538;Fangcheng;Fangcheng
5306;Fangfen;Fangfen
288478;Fahlman;Fahlman
12843;Ewers;Ewers
;"name=""F"">(204873)";FAIR
129955;Eriksyrstad;Eriksyrstad
18662;Erinwhite;Erinwhite
2167;Erin;Erin
4354;Euclides;Euclides
6696;Eubanks;Eubanks
20804;Etter;Etter
23989;Farpoint;Farpoint
11041;Fechner;Fechner
1418;Fayeta;Fayeta
1689;Floris-Jan;Floris-Jan
10203;Flinders;Flinders
9512;Feijunlong;Feijunlong
7741;Fedoseev;Fedoseev
2533;Fechtig;Fechtig
33258;Femariebustos;Femariebustos
187709;Fengduan;Fengduan
161545;Ferrando;Ferrando
8875;Fernie;Fernie
7628;Evgenifedorov;Evgenifedorov
9818;Eurymachos;Eurymachos
17697;Evanchen;Evanchen
79;Eurynome;Eurynome
164;Eva;Eva
2892;Filipenko;Filipenko
229440;Filimon;Filimon
213770;Fignon;Fignon
3548;Eurybates;Eurybates
630;Euphemia;Euphemia
228110;Eudorus;Eudorus
22356;Feyerabend;Feyerabend
6765;Fibonacci;Fibonacci
191282;Feustel;Feustel
4694;Festou;Festou
37;Fides;Fides
21396;Fisher-Ives;Fisher-Ives
5706;Finkelstein;Finkelstein
101723;Finger;Finger
233559;Pizzetti;Pizzetti
10648;Plancius;Plancius
10668;Plansos;Plansos
16358;Plesetsk;Plesetsk
9535;Plitchenko;Plitchenko
6616;Plotinos;Plotinos
134340;Pluto;Pluto
3441;Pochaina;Pochaina
42849;Podjavorinska;"Podjavorinsk&#225;"
7455;Podosek;Podosek
4078;Polakis;Polakis
142;Polana;Polana
2983;Poltava;Poltava
4619;Polyakhova;Polyakhova
2792;Ponomarev;Ponomarev
10433;Ponsen;Ponsen
22454;Rosalylopes;Rosalylopes
540;Rosamunde;Rosamunde
2057;Rosemary;Rosemary
16543;Rosetta;Rosetta
5795;Roshchina;Roshchina
245417;Rostand;Rostand
23851;Rottman-Yang;Rottman-Yang
5412;Rou;Rou
22082;Rountree;Rountree
2950;Rousseau;Rousseau
8809;Roversimonaco;Roversimonaco
1638;Ruanda;Ruanda
11302;Rubicon;Rubicon
1907;Rudneva;Rudneva
4146;Rudolfinum;Rudolfinum
74764;Rudolfpesek;"Rudolfpe&#353;ek"
22184;Rudolfveltman;Rudolfveltman
33158;Rufus;"R&#250;fus"
21074;Rugen;"R&#252;gen"
15762;Ruhmann;"R&#252;hmann"
28538;Ruisong;Ruisong
4570;Runcorn;Runcorn
1443;Ruppina;Ruppina
19633;Rusjan;Rusjan
20478;Rutenberg;Rutenberg
236810;Rutten;Rutten
133161;Ruttkai;Ruttkai
2523;Ryba;Ryba
8927;Ryojiro;Ryojiro
25106;Ryoojungmin;Ryoojungmin
21460;Ryozo;Ryozo
48495;Ryugado;Ryugado
162173;Ryugu;Ryugu
157194;Saddlemyer;Saddlemyer
12572;Sadegh;Sadegh
1626;Sadeya;Sadeya
34264;Sadhuka;Sadhuka
3615;Safronov;Safronov
20242;Sagot;Sagot
